time_slot,carbon_intensity,image_name,budget
09:00,270,immagine3.jpeg,0.014536
09:00,270,immagine3.jpeg,0.016443
09:00,270,immagine3.jpeg,0.01835
09:00,270,immagine4.jpeg,0.005
09:00,270,immagine4.jpeg,0.006907
09:00,270,immagine4.jpeg,0.008814
09:00,270,immagine4.jpeg,0.010721
09:00,270,immagine4.jpeg,0.012629
09:00,270,immagine4.jpeg,0.014536
09:00,270,immagine4.jpeg,0.016443
09:00,270,immagine4.jpeg,0.01835
09:00,270,immagine5.jpeg,0.005
09:00,270,immagine5.jpeg,0.006907
09:00,270,immagine5.jpeg,0.008814
09:00,270,immagine5.jpeg,0.010721
09:00,270,immagine5.jpeg,0.012629
09:00,270,immagine5.jpeg,0.014536
09:00,270,immagine5.jpeg,0.016443
09:00,270,immagine5.jpeg,0.01835
09:00,270,immagine6.jpeg,0.005
09:00,270,immagine6.jpeg,0.006907
09:00,270,immagine6.jpeg,0.008814
09:00,270,immagine6.jpeg,0.010721
09:00,270,immagine6.jpeg,0.012629
09:00,270,immagine6.jpeg,0.014536
09:00,270,immagine6.jpeg,0.016443
09:00,270,immagine6.jpeg,0.01835
09:00,270,immagine7.jpeg,0.005
09:00,270,immagine7.jpeg,0.006907
09:00,270,immagine7.jpeg,0.008814
09:00,270,immagine7.jpeg,0.010721
09:00,270,immagine7.jpeg,0.012629
09:00,270,immagine7.jpeg,0.014536
09:00,270,immagine7.jpeg,0.016443
09:00,270,immagine7.jpeg,0.01835
09:00,270,immagine8.jpeg,0.005
09:00,270,immagine8.jpeg,0.006907
09:00,270,immagine8.jpeg,0.008814
09:00,270,immagine8.jpeg,0.010721
09:00,270,immagine8.jpeg,0.012629
09:00,270,immagine8.jpeg,0.014536
09:00,270,immagine8.jpeg,0.016443
09:00,270,immagine8.jpeg,0.01835
09:00,270,immagine9.jpeg,0.005
09:00,270,immagine9.jpeg,0.006907
09:00,270,immagine9.jpeg,0.008814
09:00,270,immagine9.jpeg,0.010721
09:00,270,immagine9.jpeg,0.012629
09:00,270,immagine9.jpeg,0.014536
09:00,270,immagine9.jpeg,0.016443
09:00,270,immagine9.jpeg,0.01835
09:00,270,immagine10.jpeg,0.005
09:00,270,immagine10.jpeg,0.006907
09:00,270,immagine10.jpeg,0.008814
09:00,270,immagine10.jpeg,0.010721
09:00,270,immagine10.jpeg,0.012629
09:00,270,immagine10.jpeg,0.014536
09:00,270,immagine10.jpeg,0.016443
09:00,270,immagine10.jpeg,0.01835
09:30,190,immagine1.jpeg,0.005
09:30,190,immagine1.jpeg,0.006907
09:30,190,immagine1.jpeg,0.008814
09:30,190,immagine1.jpeg,0.010721
09:30,190,immagine1.jpeg,0.012629
09:30,190,immagine1.jpeg,0.014536
09:30,190,immagine1.jpeg,0.016443
09:30,190,immagine1.jpeg,0.01835
09:30,190,immagine2.jpeg,0.005
09:30,190,immagine2.jpeg,0.006907
09:30,190,immagine2.jpeg,0.008814
09:30,190,immagine2.jpeg,0.010721
09:30,190,immagine2.jpeg,0.012629
09:30,190,immagine2.jpeg,0.014536
09:30,190,immagine2.jpeg,0.016443
09:30,190,immagine2.jpeg,0.01835
09:30,190,immagine3.jpeg,0.005
09:30,190,immagine3.jpeg,0.006907
09:30,190,immagine3.jpeg,0.008814
09:30,190,immagine3.jpeg,0.010721
09:30,190,immagine3.jpeg,0.012629
09:30,190,immagine3.jpeg,0.014536
09:30,190,immagine3.jpeg,0.016443
09:30,190,immagine3.jpeg,0.01835
09:30,190,immagine4.jpeg,0.005
09:30,190,immagine4.jpeg,0.006907
09:30,190,immagine4.jpeg,0.008814
09:30,190,immagine4.jpeg,0.010721
09:30,190,immagine4.jpeg,0.012629
09:30,190,immagine4.jpeg,0.014536
09:30,190,immagine4.jpeg,0.016443
09:30,190,immagine4.jpeg,0.01835
09:30,190,immagine5.jpeg,0.005
09:30,190,immagine5.jpeg,0.006907
09:30,190,immagine5.jpeg,0.008814
09:30,190,immagine5.jpeg,0.010721
09:30,190,immagine5.jpeg,0.012629
09:30,190,immagine5.jpeg,0.014536
09:30,190,immagine5.jpeg,0.016443
09:30,190,immagine5.jpeg,0.01835
09:30,190,immagine6.jpeg,0.005
09:30,190,immagine6.jpeg,0.006907
09:30,190,immagine6.jpeg,0.008814
09:30,190,immagine6.jpeg,0.010721
09:30,190,immagine6.jpeg,0.012629
09:30,190,immagine6.jpeg,0.014536
09:30,190,immagine6.jpeg,0.016443
09:30,190,immagine6.jpeg,0.01835
09:30,190,immagine7.jpeg,0.005
09:30,190,immagine7.jpeg,0.006907
09:30,190,immagine7.jpeg,0.008814
09:30,190,immagine7.jpeg,0.010721
09:30,190,immagine7.jpeg,0.012629
09:30,190,immagine7.jpeg,0.014536
09:30,190,immagine7.jpeg,0.016443
09:30,190,immagine7.jpeg,0.01835
09:30,190,immagine8.jpeg,0.005
09:30,190,immagine8.jpeg,0.006907
09:30,190,immagine8.jpeg,0.008814
09:30,190,immagine8.jpeg,0.010721
09:30,190,immagine8.jpeg,0.012629
09:30,190,immagine8.jpeg,0.014536
09:30,190,immagine8.jpeg,0.016443
09:30,190,immagine8.jpeg,0.01835
09:30,190,immagine9.jpeg,0.005
09:30,190,immagine9.jpeg,0.006907
09:30,190,immagine9.jpeg,0.008814
09:30,190,immagine9.jpeg,0.010721
09:30,190,immagine9.jpeg,0.012629
09:30,190,immagine9.jpeg,0.014536
09:30,190,immagine9.jpeg,0.016443
09:30,190,immagine9.jpeg,0.01835
09:30,190,immagine10.jpeg,0.005
09:30,190,immagine10.jpeg,0.006907
09:30,190,immagine10.jpeg,0.008814
09:30,190,immagine10.jpeg,0.010721
09:30,190,immagine10.jpeg,0.012629
09:30,190,immagine10.jpeg,0.014536
09:30,190,immagine10.jpeg,0.016443
09:30,190,immagine10.jpeg,0.01835
10:00,175,immagine1.jpeg,0.005
10:00,175,immagine1.jpeg,0.006907
10:00,175,immagine1.jpeg,0.008814
10:00,175,immagine1.jpeg,0.010721
10:00,175,immagine1.jpeg,0.012629
10:00,175,immagine1.jpeg,0.014536
10:00,175,immagine1.jpeg,0.016443
10:00,175,immagine1.jpeg,0.01835
10:00,175,immagine2.jpeg,0.005
10:00,175,immagine2.jpeg,0.006907
10:00,175,immagine2.jpeg,0.008814
10:00,175,immagine2.jpeg,0.010721
10:00,175,immagine2.jpeg,0.012629
10:00,175,immagine2.jpeg,0.014536
10:00,175,immagine2.jpeg,0.016443
10:00,175,immagine2.jpeg,0.01835
10:00,175,immagine3.jpeg,0.005
10:00,175,immagine3.jpeg,0.006907
10:00,175,immagine3.jpeg,0.008814
10:00,175,immagine3.jpeg,0.010721
10:00,175,immagine3.jpeg,0.012629
10:00,175,immagine3.jpeg,0.014536
10:00,175,immagine3.jpeg,0.016443
10:00,175,immagine3.jpeg,0.01835
10:00,175,immagine4.jpeg,0.005
10:00,175,immagine4.jpeg,0.006907
10:00,175,immagine4.jpeg,0.008814
10:00,175,immagine4.jpeg,0.010721
10:00,175,immagine4.jpeg,0.012629
10:00,175,immagine4.jpeg,0.014536
10:00,175,immagine4.jpeg,0.016443
10:00,175,immagine4.jpeg,0.01835
10:00,175,immagine5.jpeg,0.005
10:00,175,immagine5.jpeg,0.006907
10:00,175,immagine5.jpeg,0.008814
10:00,175,immagine5.jpeg,0.010721
10:00,175,immagine5.jpeg,0.012629
10:00,175,immagine5.jpeg,0.014536
10:00,175,immagine5.jpeg,0.016443
10:00,175,immagine5.jpeg,0.01835
10:00,175,immagine6.jpeg,0.005
10:00,175,immagine6.jpeg,0.006907
10:00,175,immagine6.jpeg,0.008814
10:00,175,immagine6.jpeg,0.010721
10:00,175,immagine6.jpeg,0.012629
10:00,175,immagine6.jpeg,0.014536
10:00,175,immagine6.jpeg,0.016443
10:00,175,immagine6.jpeg,0.01835
10:00,175,immagine7.jpeg,0.005
10:00,175,immagine7.jpeg,0.006907
10:00,175,immagine7.jpeg,0.008814
10:00,175,immagine7.jpeg,0.010721
10:00,175,immagine7.jpeg,0.012629
10:00,175,immagine7.jpeg,0.014536
10:00,175,immagine7.jpeg,0.016443
10:00,175,immagine7.jpeg,0.01835
10:00,175,immagine8.jpeg,0.005
10:00,175,immagine8.jpeg,0.006907
10:00,175,immagine8.jpeg,0.008814
10:00,175,immagine8.jpeg,0.010721
10:00,175,immagine8.jpeg,0.012629
10:00,175,immagine8.jpeg,0.014536
10:00,175,immagine8.jpeg,0.016443
10:00,175,immagine8.jpeg,0.01835
10:00,175,immagine9.jpeg,0.005
10:00,175,immagine9.jpeg,0.006907
10:00,175,immagine9.jpeg,0.008814
10:00,175,immagine9.jpeg,0.010721
10:00,175,immagine9.jpeg,0.012629
10:00,175,immagine9.jpeg,0.014536
10:00,175,immagine9.jpeg,0.016443
10:00,175,immagine9.jpeg,0.01835
10:00,175,immagine10.jpeg,0.005
10:00,175,immagine10.jpeg,0.006907
10:00,175,immagine10.jpeg,0.008814
10:00,175,immagine10.jpeg,0.010721
10:00,175,immagine10.jpeg,0.012629
10:00,175,immagine10.jpeg,0.014536
10:00,175,immagine10.jpeg,0.016443
10:00,175,immagine10.jpeg,0.01835
10:30,130,immagine1.jpeg,0.005
10:30,130,immagine1.jpeg,0.006907
10:30,130,immagine1.jpeg,0.008814
10:30,130,immagine1.jpeg,0.010721
10:30,130,immagine1.jpeg,0.012629
10:30,130,immagine1.jpeg,0.014536
10:30,130,immagine1.jpeg,0.016443
10:30,130,immagine1.jpeg,0.01835
10:30,130,immagine2.jpeg,0.005
10:30,130,immagine2.jpeg,0.006907
10:30,130,immagine2.jpeg,0.008814
10:30,130,immagine2.jpeg,0.010721
10:30,130,immagine2.jpeg,0.012629
10:30,130,immagine2.jpeg,0.014536
10:30,130,immagine2.jpeg,0.016443
10:30,130,immagine2.jpeg,0.01835
10:30,130,immagine3.jpeg,0.005
10:30,130,immagine3.jpeg,0.006907
10:30,130,immagine3.jpeg,0.008814
10:30,130,immagine3.jpeg,0.010721
10:30,130,immagine3.jpeg,0.012629
10:30,130,immagine3.jpeg,0.014536
10:30,130,immagine3.jpeg,0.016443
10:30,130,immagine3.jpeg,0.01835
10:30,130,immagine4.jpeg,0.005
10:30,130,immagine4.jpeg,0.006907
10:30,130,immagine4.jpeg,0.008814
10:30,130,immagine4.jpeg,0.010721
10:30,130,immagine4.jpeg,0.012629
10:30,130,immagine4.jpeg,0.014536
10:30,130,immagine4.jpeg,0.016443
10:30,130,immagine4.jpeg,0.01835
10:30,130,immagine5.jpeg,0.005
10:30,130,immagine5.jpeg,0.006907
10:30,130,immagine5.jpeg,0.008814
10:30,130,immagine5.jpeg,0.010721
10:30,130,immagine5.jpeg,0.012629
10:30,130,immagine5.jpeg,0.014536
10:30,130,immagine5.jpeg,0.016443
10:30,130,immagine5.jpeg,0.01835
10:30,130,immagine6.jpeg,0.005
10:30,130,immagine6.jpeg,0.006907
10:30,130,immagine6.jpeg,0.008814
10:30,130,immagine6.jpeg,0.010721
10:30,130,immagine6.jpeg,0.012629
10:30,130,immagine6.jpeg,0.014536
10:30,130,immagine6.jpeg,0.016443
10:30,130,immagine6.jpeg,0.01835
10:30,130,immagine7.jpeg,0.005
10:30,130,immagine7.jpeg,0.006907
10:30,130,immagine7.jpeg,0.008814
10:30,130,immagine7.jpeg,0.010721
10:30,130,immagine7.jpeg,0.012629
10:30,130,immagine7.jpeg,0.014536
10:30,130,immagine7.jpeg,0.016443
10:30,130,immagine7.jpeg,0.01835
10:30,130,immagine8.jpeg,0.005
10:30,130,immagine8.jpeg,0.006907
10:30,130,immagine8.jpeg,0.008814
10:30,130,immagine8.jpeg,0.010721
10:30,130,immagine8.jpeg,0.012629
10:30,130,immagine8.jpeg,0.014536
10:30,130,immagine8.jpeg,0.016443
10:30,130,immagine8.jpeg,0.01835
10:30,130,immagine9.jpeg,0.005
10:30,130,immagine9.jpeg,0.006907
10:30,130,immagine9.jpeg,0.008814
10:30,130,immagine9.jpeg,0.010721
10:30,130,immagine9.jpeg,0.012629
10:30,130,immagine9.jpeg,0.014536
10:30,130,immagine9.jpeg,0.016443
10:30,130,immagine9.jpeg,0.01835
10:30,130,immagine10.jpeg,0.005
10:30,130,immagine10.jpeg,0.006907
10:30,130,immagine10.jpeg,0.008814
10:30,130,immagine10.jpeg,0.010721
10:30,130,immagine10.jpeg,0.012629
10:30,130,immagine10.jpeg,0.014536
10:30,130,immagine10.jpeg,0.016443
10:30,130,immagine10.jpeg,0.01835
11:00,145,immagine1.jpeg,0.005
11:00,145,immagine1.jpeg,0.006907
11:00,145,immagine1.jpeg,0.008814
11:00,145,immagine1.jpeg,0.010721
11:00,145,immagine1.jpeg,0.012629
11:00,145,immagine1.jpeg,0.014536
11:00,145,immagine1.jpeg,0.016443
11:00,145,immagine1.jpeg,0.01835
11:00,145,immagine2.jpeg,0.005
11:00,145,immagine2.jpeg,0.006907
11:00,145,immagine2.jpeg,0.008814
11:00,145,immagine2.jpeg,0.010721
11:00,145,immagine2.jpeg,0.012629
11:00,145,immagine2.jpeg,0.014536
11:00,145,immagine2.jpeg,0.016443
11:00,145,immagine2.jpeg,0.01835
11:00,145,immagine3.jpeg,0.005
11:00,145,immagine3.jpeg,0.006907
11:00,145,immagine3.jpeg,0.008814
11:00,145,immagine3.jpeg,0.010721
11:00,145,immagine3.jpeg,0.012629
11:00,145,immagine3.jpeg,0.014536
11:00,145,immagine3.jpeg,0.016443
11:00,145,immagine3.jpeg,0.01835
11:00,145,immagine4.jpeg,0.005
11:00,145,immagine4.jpeg,0.006907
11:00,145,immagine4.jpeg,0.008814
11:00,145,immagine4.jpeg,0.010721
11:00,145,immagine4.jpeg,0.012629
11:00,145,immagine4.jpeg,0.014536
11:00,145,immagine4.jpeg,0.016443
11:00,145,immagine4.jpeg,0.01835
11:00,145,immagine5.jpeg,0.005
11:00,145,immagine5.jpeg,0.006907
11:00,145,immagine5.jpeg,0.008814
11:00,145,immagine5.jpeg,0.010721
11:00,145,immagine5.jpeg,0.012629
11:00,145,immagine5.jpeg,0.014536
11:00,145,immagine5.jpeg,0.016443
11:00,145,immagine5.jpeg,0.01835
11:00,145,immagine6.jpeg,0.005
11:00,145,immagine6.jpeg,0.006907
11:00,145,immagine6.jpeg,0.008814
11:00,145,immagine6.jpeg,0.010721
11:00,145,immagine6.jpeg,0.012629
11:00,145,immagine6.jpeg,0.014536
11:00,145,immagine6.jpeg,0.016443
11:00,145,immagine6.jpeg,0.01835
11:00,145,immagine7.jpeg,0.005
11:00,145,immagine7.jpeg,0.006907
11:00,145,immagine7.jpeg,0.008814
11:00,145,immagine7.jpeg,0.010721
11:00,145,immagine7.jpeg,0.012629
11:00,145,immagine7.jpeg,0.014536
11:00,145,immagine7.jpeg,0.016443
11:00,145,immagine7.jpeg,0.01835
11:00,145,immagine8.jpeg,0.005
11:00,145,immagine8.jpeg,0.006907
11:00,145,immagine8.jpeg,0.008814
11:00,145,immagine8.jpeg,0.010721
11:00,145,immagine8.jpeg,0.012629
11:00,145,immagine8.jpeg,0.014536
11:00,145,immagine8.jpeg,0.016443
11:00,145,immagine8.jpeg,0.01835
11:00,145,immagine9.jpeg,0.005
11:00,145,immagine9.jpeg,0.006907
11:00,145,immagine9.jpeg,0.008814
11:00,145,immagine9.jpeg,0.010721
11:00,145,immagine9.jpeg,0.012629
11:00,145,immagine9.jpeg,0.014536
11:00,145,immagine9.jpeg,0.016443
11:00,145,immagine9.jpeg,0.01835
11:00,145,immagine10.jpeg,0.005
11:00,145,immagine10.jpeg,0.006907
11:00,145,immagine10.jpeg,0.008814
11:00,145,immagine10.jpeg,0.010721
11:00,145,immagine10.jpeg,0.012629
11:00,145,immagine10.jpeg,0.014536
11:00,145,immagine10.jpeg,0.016443
11:00,145,immagine10.jpeg,0.01835
11:30,160,immagine1.jpeg,0.005
11:30,160,immagine1.jpeg,0.006907
11:30,160,immagine1.jpeg,0.008814
11:30,160,immagine1.jpeg,0.010721
11:30,160,immagine1.jpeg,0.012629
11:30,160,immagine1.jpeg,0.014536
11:30,160,immagine1.jpeg,0.016443
11:30,160,immagine1.jpeg,0.01835
11:30,160,immagine2.jpeg,0.005
11:30,160,immagine2.jpeg,0.006907
11:30,160,immagine2.jpeg,0.008814
11:30,160,immagine2.jpeg,0.010721
11:30,160,immagine2.jpeg,0.012629
11:30,160,immagine2.jpeg,0.014536
11:30,160,immagine2.jpeg,0.016443
11:30,160,immagine2.jpeg,0.01835
11:30,160,immagine3.jpeg,0.005
11:30,160,immagine3.jpeg,0.006907
11:30,160,immagine3.jpeg,0.008814
11:30,160,immagine3.jpeg,0.010721
11:30,160,immagine3.jpeg,0.012629
11:30,160,immagine3.jpeg,0.014536
11:30,160,immagine3.jpeg,0.016443
11:30,160,immagine3.jpeg,0.01835
11:30,160,immagine4.jpeg,0.005
11:30,160,immagine4.jpeg,0.006907
11:30,160,immagine4.jpeg,0.008814
11:30,160,immagine4.jpeg,0.010721
11:30,160,immagine4.jpeg,0.012629
11:30,160,immagine4.jpeg,0.014536
11:30,160,immagine4.jpeg,0.016443
11:30,160,immagine4.jpeg,0.01835
11:30,160,immagine5.jpeg,0.005
11:30,160,immagine5.jpeg,0.006907
11:30,160,immagine5.jpeg,0.008814
11:30,160,immagine5.jpeg,0.010721
11:30,160,immagine5.jpeg,0.012629
11:30,160,immagine5.jpeg,0.014536
11:30,160,immagine5.jpeg,0.016443
11:30,160,immagine5.jpeg,0.01835
11:30,160,immagine6.jpeg,0.005
11:30,160,immagine6.jpeg,0.006907
11:30,160,immagine6.jpeg,0.008814
11:30,160,immagine6.jpeg,0.010721
11:30,160,immagine6.jpeg,0.012629
11:30,160,immagine6.jpeg,0.014536
11:30,160,immagine6.jpeg,0.016443
11:30,160,immagine6.jpeg,0.01835
11:30,160,immagine7.jpeg,0.005
11:30,160,immagine7.jpeg,0.006907
11:30,160,immagine7.jpeg,0.008814
11:30,160,immagine7.jpeg,0.010721
11:30,160,immagine7.jpeg,0.012629
11:30,160,immagine7.jpeg,0.014536
11:30,160,immagine7.jpeg,0.016443
11:30,160,immagine7.jpeg,0.01835
11:30,160,immagine8.jpeg,0.005
11:30,160,immagine8.jpeg,0.006907
11:30,160,immagine8.jpeg,0.008814
11:30,160,immagine8.jpeg,0.010721
11:30,160,immagine8.jpeg,0.012629
11:30,160,immagine8.jpeg,0.014536
11:30,160,immagine8.jpeg,0.016443
11:30,160,immagine8.jpeg,0.01835
11:30,160,immagine9.jpeg,0.005
11:30,160,immagine9.jpeg,0.006907
11:30,160,immagine9.jpeg,0.008814
11:30,160,immagine9.jpeg,0.010721
11:30,160,immagine9.jpeg,0.012629
11:30,160,immagine9.jpeg,0.014536
11:30,160,immagine9.jpeg,0.016443
11:30,160,immagine9.jpeg,0.01835
11:30,160,immagine10.jpeg,0.005
11:30,160,immagine10.jpeg,0.006907
11:30,160,immagine10.jpeg,0.008814
11:30,160,immagine10.jpeg,0.010721
11:30,160,immagine10.jpeg,0.012629
11:30,160,immagine10.jpeg,0.014536
11:30,160,immagine10.jpeg,0.016443
11:30,160,immagine10.jpeg,0.01835
12:00,250,immagine1.jpeg,0.005
12:00,250,immagine1.jpeg,0.006907
12:00,250,immagine1.jpeg,0.008814
12:00,250,immagine1.jpeg,0.010721
12:00,250,immagine1.jpeg,0.012629
12:00,250,immagine1.jpeg,0.014536
12:00,250,immagine1.jpeg,0.016443
12:00,250,immagine1.jpeg,0.01835
12:00,250,immagine2.jpeg,0.005
12:00,250,immagine2.jpeg,0.006907
12:00,250,immagine2.jpeg,0.008814
12:00,250,immagine2.jpeg,0.010721
12:00,250,immagine2.jpeg,0.012629
12:00,250,immagine2.jpeg,0.014536
12:00,250,immagine2.jpeg,0.016443
12:00,250,immagine2.jpeg,0.01835
12:00,250,immagine3.jpeg,0.005
12:00,250,immagine3.jpeg,0.006907
12:00,250,immagine3.jpeg,0.008814
12:00,250,immagine3.jpeg,0.010721
12:00,250,immagine3.jpeg,0.012629
12:00,250,immagine3.jpeg,0.014536
12:00,250,immagine3.jpeg,0.016443
12:00,250,immagine3.jpeg,0.01835
12:00,250,immagine4.jpeg,0.005
12:00,250,immagine4.jpeg,0.006907
12:00,250,immagine4.jpeg,0.008814
12:00,250,immagine4.jpeg,0.010721
